timestamp,open,high,low,close,volume
2026-01-02 09:30:00,150.00011071384301,150.0866662033651,149.9842439391524,150.00011071384301,5844.3581516628465
2026-01-02 09:31:00,150.00011071384301,150.08038573260617,149.97799803000166,150.02700024192993,5112.911472942812
2026-01-02 09:32:00,150.02700024192993,150.07239005015313,149.96585469434856,150.00232542322044,2090.7930604257326
2026-01-02 09:33:00,150.00232542322044,150.0526987160209,149.86851829602108,149.9221923268018,7344.297605272335
2026-01-02 09:34:00,149.9221923268018,149.92619095977648,149.77002729452894,149.88129876044843,2401.12457234344
2026-01-02 09:35:00,149.88129876044843,149.9825369969423,149.7587838689205,149.79214772083034,2774.4863053873123
2026-01-02 09:36:00,149.79214772083034,149.86254978649274,149.68446685972765,149.79755324200485,6158.430430630696
2026-01-02 09:37:00,149.79755324200485,149.9645350985937,149.7160079862819,149.91805826507317,6872.863885675324
2026-01-02 09:38:00,149.91805826507317,149.98378579212266,149.77145744014334,149.87379041475626,6719.303983205722
2026-01-02 09:39:00,149.87379041475626,149.9603143786485,149.76967334907562,149.81800504437126,4714.424721799955
2026-01-02 09:40:00,149.81800504437126,149.90777701533105,149.81761231242203,149.86204381091352,3062.3346660018824
2026-01-02 09:41:00,149.86204381091352,149.99374407068777,149.7676945810802,149.89413753681248,2211.8132994794323
2026-01-02 09:42:00,149.89413753681248,150.01388312949314,149.8647012240088,149.90361842339806,7108.277661108765
2026-01-02 09:43:00,149.90361842339806,149.95008042600685,149.80287636156757,149.81995346380506,7866.184778491205
2026-01-02 09:44:00,149.81995346380506,149.8364715516701,149.72150182943074,149.81732398287215,3464.8130287035283
2026-01-02 09:45:00,149.81732398287215,149.9710098014144,149.7350648454998,149.8798381002154,7196.457965654402
2026-01-02 09:46:00,149.8798381002154,149.99889651156826,149.73355556823864,149.75900443944346,4415.185501775228
2026-01-02 09:47:00,149.75900443944346,149.77673448570542,149.68584140755746,149.71789083549817,3868.062559851544
2026-01-02 09:48:00,149.71789083549817,149.80325107475392,149.4348338184828,149.5471999752444,5030.926022710117
2026-01-02 09:49:00,149.5471999752444,149.64593981811555,149.39943423790646,149.43153667172467,2049.009090328783
2026-01-02 09:50:00,149.43153667172467,149.54158665601082,149.18262336308058,149.2664998966185,4656.286815253312
2026-01-02 09:51:00,149.2664998966185,149.28123326610773,149.22997845758053,149.24544664330801,3197.3298114967765
2026-01-02 09:52:00,149.24544664330801,149.2564084125037,149.03475507870573,149.13199341781132,6274.74316148106
2026-01-02 09:53:00,149.13199341781132,149.27414570060168,149.1179642715882,149.15626790994367,5015.428278173951
2026-01-02 09:54:00,149.15626790994367,149.18423009352017,149.09469129509674,149.17029681389013,7213.115779592479
2026-01-02 09:55:00,149.17029681389013,149.19139636275045,149.149364757706,149.15356702540572,7379.889145324691
2026-01-02 09:56:00,149.15356702540572,149.22217205016756,148.86296888088242,148.92850678200932,3900.5535785005095
2026-01-02 09:57:00,148.92850678200932,148.9816770035387,148.77954224609337,148.88037852317814,3682.3028341824775
2026-01-02 09:58:00,148.88037852317814,148.96975346196672,148.86599414935137,148.87604608275063,7634.782302474833
2026-01-02 09:59:00,148.87604608275063,148.9088648938484,148.84338189462918,148.88616782310507,5023.985355774969
2026-01-02 10:00:00,148.88616782310507,148.99508433924086,148.6585427260906,148.74954091978995,2579.0931579438707
2026-01-02 10:01:00,148.74954091978995,148.7753870267327,148.63456494572014,148.70690768224276,2275.3107862516913
2026-01-02 10:02:00,148.70690768224276,148.79840537585483,148.5824355717719,148.61962577912863,7942.553144972425
2026-01-02 10:03:00,148.61962577912863,148.6276635476307,148.47278013672496,148.54751782491965,5474.9817741667985
2026-01-02 10:04:00,148.54751782491965,148.69839828544346,148.49348095337717,148.64210424000592,2326.957839163043
2026-01-02 10:05:00,148.64210424000592,148.6459758705524,148.46760520646114,148.5701014927962,5067.532690226804
2026-01-02 10:06:00,148.5701014927962,148.60739980359534,148.53238545983336,148.56720246927796,5024.627017948378
2026-01-02 10:07:00,148.56720246927796,148.68318767344914,148.4771433365294,148.64605818628036,4612.327050880245
2026-01-02 10:08:00,148.64605818628036,148.7316484009713,148.51845145465276,148.5940173557976,7707.682391054239
2026-01-02 10:09:00,148.5940173557976,148.6481076564286,148.49604602815185,148.5840587446591,7692.63218440303
2026-01-02 10:10:00,148.5840587446591,148.6006560569292,148.53909582799452,148.593906997469,2749.8060696427783
2026-01-02 10:11:00,148.593906997469,148.71792192660456,148.50773192029502,148.59959365609893,2910.324212604342
2026-01-02 10:12:00,148.59959365609893,148.70524194078638,148.40744044881325,148.49040810972468,4444.931634682902
2026-01-02 10:13:00,148.49040810972468,148.606049145996,148.44437740274364,148.49719192100912,7004.158827039406
2026-01-02 10:14:00,148.49719192100912,148.64762667614548,148.49404945547133,148.61831016525935,5742.515570800124
2026-01-02 10:15:00,148.61831016525935,148.66516776532018,148.36603474793645,148.48041376228068,6378.980767396833
2026-01-02 10:16:00,148.48041376228068,148.58399368554183,148.39564921662438,148.5569944024654,5456.350294231239
2026-01-02 10:17:00,148.5569944024654,148.58247894506434,148.53266211586651,148.56763330859613,3260.341618374807
2026-01-02 10:18:00,148.56763330859613,148.57155833766024,148.42363725391834,148.51046326819434,6906.592572685667
2026-01-02 10:19:00,148.51046326819434,148.74869235789293,148.47735335185075,148.68881995589942,2084.125892372597
2026-01-02 10:20:00,148.68881995589942,148.77149278624935,148.63299796286884,148.75683920746815,6190.905547373896
2026-01-02 10:21:00,148.75683920746815,148.77782039228669,148.54757846707926,148.64983625449716,3166.0376945377034
2026-01-02 10:22:00,148.64983625449716,148.7588147285407,148.59655157871026,148.65648249819506,4826.548879002312
2026-01-02 10:23:00,148.65648249819506,148.7655371764543,148.62223126295123,148.70792858520957,7850.799232472463
2026-01-02 10:24:00,148.70792858520957,148.72978312127736,148.6547464558436,148.69108549984074,5234.215145091002
2026-01-02 10:25:00,148.69108549984074,148.8317385519588,148.68192407505586,148.75202358491828,2341.6929267134346
2026-01-02 10:26:00,148.75202358491828,148.7836619357641,148.7199664749722,148.74608695180035,4572.678979103223
2026-01-02 10:27:00,148.74608695180035,148.86837813773863,148.7138261591945,148.805649152046,5961.60263499153
2026-01-02 10:28:00,148.805649152046,148.96785384214223,148.78505812716932,148.9341407683398,2340.2401544115255
2026-01-02 10:29:00,148.9341407683398,148.99563998670774,148.86626443421514,148.8737754990448,3515.922359007259
2026-01-02 10:30:00,148.8737754990448,148.9667886714144,148.81830046602224,148.89192181201437,2110.0168275567653
2026-01-02 10:31:00,148.89192181201437,148.9557914531776,148.82500752749482,148.85053791104679,5240.409507558719
2026-01-02 10:32:00,148.85053791104679,148.90901703265843,148.76256480067258,148.86190472791432,4288.865475073162
2026-01-02 10:33:00,148.86190472791432,148.95608236661042,148.64612049934772,148.75590566163072,5022.140099967974
2026-01-02 10:34:00,148.75590566163072,148.85984884465987,148.67173474691893,148.7042099261944,3775.02089505675
2026-01-02 10:35:00,148.7042099261944,148.7255485358346,148.61863728557714,148.68670585620706,5940.8420825234125
2026-01-02 10:36:00,148.68670585620706,148.7831306048197,148.6264311603042,148.76690802279754,3038.5169325286934
2026-01-02 10:37:00,148.76690802279754,148.88264642948582,148.75796909073833,148.8691658333718,7439.912143414949
2026-01-02 10:38:00,148.8691658333718,148.98583123186373,148.73613312319756,148.75099327392735,7760.4887307312765
2026-01-02 10:39:00,148.75099327392735,148.8630433871737,148.57484860381845,148.68008787385816,4957.961943420552
2026-01-02 10:40:00,148.68008787385816,148.76525521445086,148.62369030053773,148.73780806957961,4792.340755548925
2026-01-02 10:41:00,148.73780806957961,148.8532176107994,148.46447907087912,148.56010541735506,7157.700235010978
2026-01-02 10:42:00,148.56010541735506,148.5848041489834,148.51091521981596,148.5188260150552,3739.026785466036
2026-01-02 10:43:00,148.5188260150552,148.57900299371843,148.439488270289,148.51015690408272,6818.634082441563
2026-01-02 10:44:00,148.51015690408272,148.6813448185534,148.40735081280243,148.62220684821327,3723.8456554454333
2026-01-02 10:45:00,148.62220684821327,148.79252722230135,148.51911462678916,148.68369600206285,6319.788767143851
2026-01-02 10:46:00,148.68369600206285,148.68851678660997,148.6538275550009,148.65450808693976,4004.068050954992
2026-01-02 10:47:00,148.65450808693976,148.6920107430954,148.5596063237609,148.62163744073402,5615.61002754055
2026-01-02 10:48:00,148.62163744073402,148.69297281842123,148.55546135884615,148.59932844519523,7555.209477730738
